,Name,Rating,Expertise,Number_of_Employees,Type,Age,Location,Highly_Rated_For,Critically_Rated_For
3586,Balaji Wafers,4.2,Food Processing,1k-5k Employees,Data missing,39 years old,Rajkot +31 more,"Job Security, Company Culture, Work Satisfaction",Data missing
3587,MSP Steel & Power,3.9,Iron & Steel,1k-5k Employees,Public,93 years old,Kolkata +9 more,"Job Security, Work Life Balance, Skill Development / Learning",Data missing
3588,Allengers Medical Systems,3.5,Medical Equipment,1k-5k Employees,Public,36 years old,Chandigarh +32 more,Data missing,Data missing
3589,SYSTRA,4,Urban Transport,1k-5k Employees,Public,66 years old,Paris +35 more,"Work Life Balance, Job Security",Data missing
3590,Borosil Glass Works,3.8,Data missing,501-1k Employees,Public,61 years old,Mumbai +27 more,Salary & Benefits,Data missing
3591,TATA Advanced Materials,3.9,Defence & Aerospace,501-1k Employees,Public,33 years old,Bangalore/Bengaluru +2 more,Skill Development / Learning,Data missing
3592,IQ BackOffice,3.6,IT Services & Consulting,201-500 Employees,Data missing,21 years old,El Segundo +4 more,Data missing,Data missing
3593,Billabong High International School,3.6,Education & Training,51-200 Employees,Public,14 years old,Noida +18 more,Data missing,Data missing
3594,Himadri Speciality Chemical,3.9,Chemicals,1k-5k Employees,Public,36 years old,Kolkata +9 more,Job Security,Data missing
3595,Expert Global Solutions,3.6,BPO,1k-5k Employees,Data missing,24 years old,Aurangabad +5 more,Data missing,Data missing
3596,Javi Systems,3.7,IT Services & Consulting,201-500 Employees,Data missing,16 years old,Bangalore/Bengaluru +34 more,Data missing,Data missing
3597,Sears Holdings,3.7,Retail,501-1k Employees,Forbes Global 2000,14 years old,Hoffman Estates +7 more,Data missing,Data missing
3598,Meenakshi Polymers,3.7,Auto Components,501-1k Employees,Data missing,34 years old,Gurgaon/Gurugram +17 more,Data missing,Data missing
3599,Hummingwave Technologies,4.9,IT Services & Consulting,11-50 Employees,Data missing,10 years old,Bangalore +5 more,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Data missing
3600,Synergy Property Development Services,3.7,Real Estate,201-500 Employees,Data missing,20 years old,Bangalore/Bengaluru +22 more,Data missing,Data missing
3601,Classplus,3.4,Software Product,201-500 Employees,Startup,8 years old,Noida +16 more,Data missing,Job Security
3602,PSA AVTEC Powertrain,3.4,Auto Components,51-200 Employees,Data missing,6 years old,Hosur +7 more,Data missing,Data missing
3603,Kusum Healthcare,4,Pharma,501-1k Employees,Data missing,26 years old,Delhi/NCR +6 more,"Work Life Balance, Job Security, Company Culture",Data missing
3604,Anglo-Eastern Ship Management,4,Ports & Shipping,10k-50k Employees,Data missing,49 years old,Kowloon +11 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
3605,Naandi Foundation,3.9,Non-Profit,201-500 Employees,Data missing,25 years old,Hyderabad/Secunderabad +42 more,"Skill Development / Learning, Work Satisfaction",Data missing
3606,BARC,4.3,Defence & Aerospace,10k-50k Employees,Public,78 years old,Mumbai +21 more,"Work Life Balance, Job Security, Skill Development / Learning",Data missing
3607,InKnowTech,3.5,IT Services & Consulting,201-500 Employees,Data missing,21 years old,Bangalore/Bengaluru +23 more,Data missing,Data missing
3608,Lobo Staffing Solutions,4.2,Recruitment,201-500 Employees,Data missing,20 years old,Mumbai +46 more,"Company Culture, Work Life Balance, Work Satisfaction",Data missing
3609,Rajasthan Patrika,3.2,Broadcasting,1k-5k Employees,Data missing,67 years old,Jaipur +38 more,Data missing,"Promotions / Appraisal, Salary & Benefits, Company Culture"
3610,TresVista,3.1,Financial Services,1k-5k Employees,Data missing,17 years old,Mumbai +9 more,Data missing,"Work Life Balance, Work Satisfaction"
3611,LiquidHub,3.8,IT Services & Consulting,1k-5k Employees,Data missing,22 years old,Wayne +8 more,Job Security,Data missing
3612,Vision Express,4.1,Retail,501-1k Employees,Data missing,15 years old,Bangalore/Bengaluru +33 more,"Skill Development / Learning, Job Security, Company Culture",Data missing
3613,Trackon Courier,3.6,Logistics,51-200 Employees,Data missing,21 years old,Delhi/NCR +48 more,Data missing,Promotions / Appraisal
3614,TJSB Sahakari Bank,3.8,Banking,1k-5k Employees,Data missing,51 years old,Thane +25 more,Job Security,Promotions / Appraisal
3615,Taraashna Financial Services,4.1,Financial Services,51-200 Employees,Data missing,11 years old,Gurgaon +52 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits",Data missing
3616,FUJIFILM,4,Animation & VFX,501-1k Employees,Data missing,15 years old,Tokyo +22 more,"Salary & Benefits, Work Life Balance, Company Culture",Data missing
3617,United India Insurance Company,4.3,Insurance,10k-50k Employees,Public,85 years old,Chennai +70 more,"Job Security, Work Life Balance, Work Satisfaction",Data missing
3618,Barista Coffee Company,4.3,Beverage,1k-5k Employees,Data missing,24 years old,Delhi/NCR +24 more,"Work Life Balance, Company Culture, Work Satisfaction",Data missing
3619,Muthoot Capital Services,3.8,Financial Services,1k-5k Employees,Public,29 years old,Kochi/Cochin +61 more,Data missing,Data missing
3620,Avantor,3.6,Biotechnology,1k-5k Employees,Public,119 years old,Radnor Township +20 more,Data missing,Data missing
3621,Jumbotail Technologies,3.7,Retail,201-500 Employees,Data missing,8 years old,Bangalore/Bengaluru +22 more,Data missing,Data missing
3622,TrueBlue,3.9,Recruitment,51-200 Employees,Data missing,21 years old,Tacoma +3 more,"Work Life Balance, Company Culture",Data missing
3623,Dvara KGFS,4.1,Financial Services,1k-5k Employees,Data missing,15 years old,Chennai +39 more,"Skill Development / Learning, Job Security, Work Life Balance",Data missing
3624,Bain & Company,3.8,Management Consulting,1k-5k Employees,Data missing,50 years old,Boston +8 more,"Job Security, Salary & Benefits, Company Culture",Data missing
3625,Box8,3.4,Hospitality,1k-5k Employees,Data missing,12 years old,Mumbai +14 more,Data missing,"Job Security, Work Life Balance"
3626,Apex CoVantage,3.6,IT Services & Consulting,51-200 Employees,Data missing,35 years old,Miami Beach +7 more,Data missing,Promotions / Appraisal
3627,Liberty Shoes,3.8,Fashion & Textile,51-200 Employees,Public,69 years old,Gurgaon/Gurugram +36 more,Job Security,Data missing
3628,Autometers Alliance,4.3,Electronics Manufacturing,501-1k Employees,Data missing,64 years old,Noida +10 more,"Work Life Balance, Job Security, Company Culture",Data missing
3629,Fingent,4.6,Software Product,201-500 Employees,Data missing,20 years old,New York +3 more,"Job Security, Company Culture, Work Satisfaction",Data missing
3630,ITCONS e-Solutions,3.7,IT Services & Consulting,1k-5k Employees,Data missing,16 years old,Noida +58 more,Data missing,Data missing
3631,Kaleesuwari Refinery,3.9,FMCG,501-1k Employees,Data missing,30 years old,Chennai +37 more,Data missing,Data missing
3632,NEC Corporation of America,3.6,IT Services & Consulting,11-50 Employees,Data missing,Data missing,Irving +18 more,Data missing,Data missing
3633,Mantri Developers,3.6,Real Estate,501-1k Employees,Data missing,24 years old,Bangalore/Bengaluru +6 more,Data missing,Data missing
3634,Sentiss Pharma,4,Healthcare,501-1k Employees,Data missing,33 years old,Gurgaon/Gurugram +14 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
3635,Slr Metaliks,4.3,Iron & Steel,1k-5k Employees,Data missing,18 years old,Karnataka +7 more,"Skill Development / Learning, Work Satisfaction, Job Security",Data missing
3636,Policyboss.com,3.3,Insurance,1k-5k Employees,Data missing,20 years old,Mumbai +29 more,Data missing,Promotions / Appraisal
3637,Gufic Biosciences,3.3,Pharma,501-1k Employees,Public,53 years old,Mumbai +28 more,Data missing,"Promotions / Appraisal, Salary & Benefits"
3638,Tata Green Batteries,4.2,Auto Components,201-500 Employees (Global),Data missing,18 years old,Pune +31 more,"Job Security, Work Life Balance, Skill Development / Learning",Data missing
3639,PowerSchool India,3.9,EdTech,1k-5k Employees,Data missing,16 years old,Folsom +3 more,"Job Security, Company Culture, Salary & Benefits",Data missing
3640,Pitti Engineering Solutions,4.1,Industrial Machinery,501-1k Employees,Public,40 years old,Hyderabad +6 more,"Work Satisfaction, Work Life Balance, Skill Development / Learning",Data missing
3641,GEETANJALI HOMESTATE,4.3,Real Estate,501-1k Employees,Data missing,10 years old,Gurgaon/Gurugram +4 more,"Skill Development / Learning, Company Culture, Promotions / Appraisal",Data missing
3642,TITAGARH WAGONS,3.1,Industrial Machinery,501-1k Employees,Public,25 years old,Kolkata +12 more,Data missing,"Company Culture, Work Life Balance, Promotions / Appraisal"
3643,NGA HR,4,BPO,1k-5k Employees,Data missing,54 years old,Hemel Hempstead +18 more,"Work Life Balance, Company Culture, Job Security",Data missing
3644,Born Group,3.7,Marketing & Advertising,1k-5k Employees,Data missing,12 years old,New York +9 more,Data missing,Data missing
3645,National Insurance Company,4.2,Insurance,5k-10k Employees,Central,117 years old,Kolkata +63 more,"Work Life Balance, Job Security, Work Satisfaction",Data missing
3646,Save the Children,4.4,Non-Profit,201-500 Employees,Data missing,15 years old,Fairfield +32 more,"Work Life Balance, Company Culture, Work Satisfaction",Data missing
3647,AGI Glaspac,3.8,Packaging,1k-5k Employees,Data missing,51 years old,Hyderabad +5 more,Job Security,Data missing
3648,Zeta,3.4,Emerging Technologies,501-1k Employees,Indian Unicorn,8 years old,Bangalore +11 more,Data missing,Data missing
3649,Tenon Facility Management,3.5,Facility Management Services,201-500 Employees,Data missing,28 years old,Gurgaon/Gurugram +31 more,Data missing,Data missing
3650,Zovian Technologies,4.9,IT Services & Consulting,1-10 Employees,Data missing,7 years old,Bangalore +3 more,"Work Life Balance, Company Culture, Work Satisfaction",Data missing
3651,BDR Pharmaceuticals International,3.8,Pharma,1k-5k Employees,Data missing,21 years old,Mumbai +15 more,Job Security,Data missing
3652,Innoviti Technologies Private Limited,3.4,FinTech,201-500 Employees,Data missing,15 years old,Bangalore +32 more,Data missing,Data missing
3653,Puzzolana Machinery Fabricators,3.8,Industrial Machinery,501-1k Employees,Data missing,59 years old,Hyderabad/Secunderabad +7 more,Data missing,Promotions / Appraisal
3654,Southern Petrochemical Industries Corporation,3.6,Agro Chemicals,1k-5k Employees,Public,54 years old,Chennai +10 more,"Skill Development / Learning, Job Security",Salary & Benefits
3655,Cryoviva Biotech,3.2,Biotechnology,501-1k Employees,Data missing,17 years old,Gurgaon/Gurugram +37 more,Data missing,"Promotions / Appraisal, Work Satisfaction"
3656,Equinox Labs,4,Other,51-200 Employees,Data missing,18 years old,Mumbai +10 more,"Company Culture, Skill Development / Learning, Work Life Balance",Data missing
3657,Central Institute of Plastics Engineering & Technology,3.8,Education & Training,51-200 Employees,Public,55 years old,Chennai +36 more,Skill Development / Learning,Data missing
3658,Mobiloitte Technologies,2.3,IT Services & Consulting,501-1k Employees,Data missing,19 years old,Delhi/NCR +4 more,Data missing,"Job Security, Salary & Benefits, Work Life Balance"
3659,Cliantha Research,4,Clinical Research,501-1k Employees,Public,19 years old,Ahmedabad +8 more,"Job Security, Work Life Balance, Company Culture",Data missing
3660,Smc Insurance Brokers,4,Insurance,501-1k Employees,Data missing,33 years old,Delhi/NCR +32 more,"Work Life Balance, Skill Development / Learning, Company Culture",Data missing
3661,LKQ INDIA,4,Auto Components,1k-5k Employees,Forbes Global 2000,25 years old,Chicago +2 more,"Job Security, Company Culture, Work Life Balance",Data missing
3662,Cognizant Softvision,3.8,IT Services & Consulting,501-1k Employees,Data missing,29 years old,New York City +16 more,Skill Development / Learning,Data missing
3663,Shorthills AI,4.6,IT Services & Consulting,51-200 Employees,Data missing,5 years old,New Jersey +2 more,"Company Culture, Work Life Balance, Skill Development / Learning",Data missing
3664,Goibibo,4.4,Internet,1k-5k Employees,Data missing,16 years old,Gurgaon +20 more,"Company Culture, Job Security, Work Life Balance",Data missing
3665,Jacobs,4.2,Data missing,Data missing,Data missing,Data missing,Navi Mumbai +17 more,"Company Culture, Work Life Balance, Skill Development / Learning",Data missing
3666,Reliable Autotech,4.2,Auto Components,1k-5k Employees,Data missing,38 years old,Nasik/Nashik +3 more,"Company Culture, Skill Development / Learning, Job Security",Data missing
3667,IM Gears,3.7,Auto Components,201-500 Employees,Data missing,58 years old,Chennai +4 more,Skill Development / Learning,Data missing
3668,GfK MODE,3.5,Analytics & KPO,51-200 Employees,Data missing,89 years old,Nuremberg +15 more,Data missing,"Promotions / Appraisal, Skill Development / Learning"
3669,St. John's Medical College Hospital,4,Analytics & KPO,1k-5k Employees,Data missing,19 years old,Bangalore/Bengaluru +9 more,"Job Security, Skill Development / Learning",Data missing
3670,Reliance Cement Company,4.3,Building Material,501-1k Employees,Data missing,19 years old,Kathmandu +26 more,"Job Security, Work Life Balance, Company Culture",Data missing
3671,Zen3 Info Solutions,4,IT Services & Consulting,201-500 Employees,Data missing,2023 years old,Redmond +2 more,"Work Life Balance, Company Culture",Data missing
3672,Amcor Flexibles India,3.7,Packaging,201-500 Employees,Forbes Global 2000,159 years old,Melbourne +13 more,Data missing,Data missing
3673,Essar Power,4.3,Power,5k-10k Employees,Public,26 years old,Mumbai +16 more,"Job Security, Work Life Balance, Company Culture",Data missing
3674,Silverskills,3.7,BPO,201-500 Employees,Data missing,22 years old,Gurgaon/Gurugram +5 more,Job Security,Data missing
3675,Suresh Surana & Associates,3.5,Accounting & Auditing,1k-5k Employees,Data missing,39 years old,Mumbai +13 more,Data missing,Data missing
3676,INOX Air Products,4.2,Oil & Gas,1k-5k Employees,Data missing,60 years old,Mumbai +42 more,"Job Security, Work Life Balance, Salary & Benefits",Data missing
3677,ICICI Foundation for Inclusive Growth,3.9,Non-Profit,201-500 Employees,Data missing,15 years old,Mumbai +48 more,"Skill Development / Learning, Salary & Benefits",Data missing
3678,CallHealth,3.7,Healthcare,51-200 Employees,Startup,10 years old,Hyderabad +14 more,Data missing,Data missing
3679,Webkul Software,4,IT Services & Consulting,501-1k Employees,Data missing,13 years old,Noida +5 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
3680,Gopaljee Dairy Foods,3.9,Food Processing,501-1k Employees,Data missing,34 years old,Noida +27 more,Data missing,Data missing
3681,PreludeSys,3.4,IT Services & Consulting,501-1k Employees,Data missing,24 years old,Irvine +2 more,Data missing,Data missing
3682,Delphi Automotive Systems,4,Auto Components,51-200 Employees,Public,29 years old,Dublin +17 more,Skill Development / Learning,Data missing
3683,Aachi Foods,4,FMCG,501-1k Employees,Data missing,28 years old,Chennai +26 more,Job Security,Data missing
